tv_show,episode,rating,year,total_votes,desc,genre,encoded_title,genre1,genre2,genre3
Star Wars: Rebels,Twilight of the Apprentice: Part 2,9.7,2016,4981,"After gaining information about the Sith, Kanan, Ezra and Ahsoka battle the Inquisitors with the help of a new ally, but are overmatched when Vader arrives.","Animation, Action, Adventure",tt2930604,Animation,Action,Adventure
Westworld,The Bicameral Mind,9.7,2016,29235,Ford unveils his bold new narrative; Dolores embraces her identity; Maeve sets her plan in motion.,"Drama, Mystery, Sci-Fi",tt0475784,Drama,Mystery,Sci-Fi
Your Lie in April,Spring Breeze,9.7,2015,1545,"Kousei realizes that he's onstage now because of the people in his life - the same people who support him. Playing the notes that they all gave him, Kousei pours his entire soul into his performance, so that it will reach Kaori.","Animation, Drama, Music",tt3895150,Animation,Drama,Music
The Walking Dead,No Way Out,9.7,2016,27412,"Daryl, Abraham and Sasha face-off against the Saviors. Back at Alexandria, Rick and his group make their way through the herd.","Drama, Horror, Thriller",tt1520211,Drama,Horror,Thriller
Steven Universe,Jail Break,9.7,2015,2138,Steven tries to escape Jasper's clutches with the Crystal Gems.,"Animation, Action, Adventure",tt3061046,Animation,Action,Adventure
Game of Thrones,The Door,9.7,2016,69152,Sansa and Jon make plans. Arya is given another chance to prove herself. Jorah confesses a secret to Daenerys. Tyrion meets with a red priestess. Yara finds her rule tested. Bran discovers the origin of the White Walkers.,"Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
Regular Show,White Elephant Gift Exchange,9.7,2014,2043,The gang gets back at Muscle Man after he gives them bad gifts.,"Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Justified,The Promise,9.7,2015,2368,"Raylan is captured by the authorities, but Art reluctantly lets him go and puts him back on the case. Avery gets to Ava and questions her about his missing money, but she winds up leading Boyd straight to them.","Action, Crime, Drama",tt1489428,Action,Crime,Drama
Person of Interest,Deus Ex Machina,9.7,2014,5483,"The team takes desperate action in its race to prevent Samaritan from coming online and making them its first targets. Meanwhile, the months-long battle with the anti-surveillance terrorist group Vigilance comes to a shocking conclusion.","Action, Crime, Drama",tt1839578,Action,Crime,Drama
Attack on Titan,"Iron Hammer: The 57th Expedition Beyond the Walls, Part 5",9.7,2013,13493,"Managing to get out of Erwin's trap, the Female Titan transforms once more and chases after Levi's squad, who fight back in a deadly clash.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
Patito feo,Episode #1.4,9.7,2007,1101,Add a Plot,"Comedy, Drama, Family",tt1217518,Comedy,Drama,Family
Game of Thrones,The Laws of Gods and Men,9.7,2014,49287,Tyrion's trial has come. Yara and her troops storm the Dreadfort to free Theon. Daenerys meets Hizdar zo Loraq. Stannis makes a deal with the Iron Bank of Braavos.,"Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
Game of Thrones,The Children,9.7,2014,44150,"Jon makes an important decision. Daenerys experiences new consequences. Brienne and Podrick have an unexpected encounter. Bran achieves a goal, while Tyrion makes an important discovery.","Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
Game of Thrones,The Mountain and the Viper,9.7,2014,52094,"Theon helps Ramsay seize Moat Cailin. The wildlings attack Mole's Town. Sansa comes up with a story to protect Lord Baelish. Daenerys finds out a secret about Jorah Mormont. Oberyn Martell faces Gregor Clegane, the Mountain.","Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
The Walking Dead,Too Far Gone,9.7,2013,25247,Rick and the group face imminent danger as The Governor tries to take the prison.,"Drama, Horror, Thriller",tt1520211,Drama,Horror,Thriller
Game of Thrones,The Lion and the Rose,9.7,2014,52078,Joffrey and Margaery's wedding has come. Tyrion breaks up with Shae. Ramsay tries to prove his worth to his father. Bran and company find a Weirwood tree.,"Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
True Detective,Who Goes There,9.7,2014,26539,"Martin is faced with marital problems. The search for Reggie Ledoux leads the detectives to a motorcycle gang called the Iron Crusaders, which Rust worked undercover in the past.","Crime, Drama, Mystery",tt2356777,Crime,Drama,Mystery
Young Justice,Complications,9.7,2013,1878,"Black Manta gives Miss Martian 24 hours to live, but that may be more time than Aqualad has, with Sportsmaster and Cheshire on the hunt for his head!","Animation, Action, Adventure",tt1641384,Animation,Action,Adventure
Young Justice,War,9.7,2013,1882,A conqueror from another world becomes a wild card in an intergalactic game of supremacy - placing planet Earth square in the jackpot.,"Animation, Action, Adventure",tt1641384,Animation,Action,Adventure
Star Wars: The Clone Wars,The Wrong Jedi,9.7,2013,4444,Ahsoka is put on trial by the Jedi Council and must face the Galactic Senate. Anakin searches for a way to prove his Padawan's innocence.,"Animation, Action, Adventure",tt0458290,Animation,Action,Adventure
Spartacus,Victory,9.7,2013,7813,Spartacus and his outnumbered rebels make one last attempt to win freedom in an epic final battle against the Romans led by Marcus Crassus.,"Action, Adventure, Biography",tt1442449,Action,Adventure,Biography
Star Wars: The Clone Wars,The Lawless,9.7,2013,4740,"Darth Maul has taken over leadership of Death Watch. Though the Jedi cannot officially interfere, Obi-Wan Kenobi travels to Mandalore to rescue Satine.","Animation, Action, Adventure",tt0458290,Animation,Action,Adventure
Regular Show,The Christmas Special,9.7,2012,2189,"Mordecai and Rigby have to destroy a gift for Santa, to save Christmas.","Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Person of Interest,Firewall,9.7,2012,5309,"Reese is trapped next to a person of interest in a part of the city extremely controlled and needs the help of Finch, Fusco and Carter.","Action, Crime, Drama",tt1839578,Action,Crime,Drama
Breaking Bad,Dead Freight,9.7,2012,29988,"Walter White's domestic life continues to deteriorate; at the same time, his growing business venture aims to steal a train car chock full of methylamine.","Crime, Drama, Thriller",tt0903747,Crime,Drama,Thriller
Breaking Bad,Granite State,9.7,2013,40594,Walt struggles as he adapts to aspects of his new identity. Jesse plans an escape against Jack and his crew.,"Crime, Drama, Thriller",tt0903747,Crime,Drama,Thriller
Regular Show,Eggscellent,9.7,2012,2306,Mordecai wants to win a hat for Rigby by eating a huge omelet.,"Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Young Justice,Depths,9.7,2012,1983,Artemis returns to the team to protect an important satellite launch.,"Animation, Action, Adventure",tt1641384,Animation,Action,Adventure
Young Justice,Usual Suspects,9.7,2012,2015,The team gets a new member and a new mission - a mission that may finally expose all of the team's secrets ... and all of their lies!,"Animation, Action, Adventure",tt1641384,Animation,Action,Adventure
Game of Thrones,Blackwater,9.7,2012,46216,Stannis Baratheon's fleet and army arrive at King's Landing and the battle for the city begins. Cersei plans for her and her children's future.,"Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
Young Justice,Failsafe,9.7,2011,2132,"When the Justice League is defeated during an alien invasion, the Team has to step up and fill their mentors' shoes.","Animation, Action, Adventure",tt1641384,Animation,Action,Adventure
Demon Slayer: Kimetsu no Yaiba,Defeating an Upper Rank Demon,9.7,2022,3446,Add a Plot,"Animation, Action, Adventure",tt9335498,Animation,Action,Adventure
Attack on Titan,Two Brothers,9.7,2022,49694,"Colt pleads with Zeke to not use his scream and turn Falco into a Titan. All the while, soldiers and Titans clash in battle as Eren struggles to make contact with his brother.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
Breaking Bad,Crawl Space,9.7,2011,28815,"Hank asks Walt to drive him to the laundry where the meth lab is hidden. Ted still won't pay the IRS so Skyler asks Saul for help, and Saul sends in his A-Team. Gus and Jesse return from Mexico, and Walt fears he is in trouble with Gus.","Crime, Drama, Thriller",tt0903747,Crime,Drama,Thriller
Grey's Anatomy,Sanctuary,9.7,2010,3039,Seattle Grace Hospital is hit with a crisis like no other in its history.,"Drama, Romance",tt0413573,Drama,Romance,
Grey's Anatomy,Death and All His Friends,9.7,2010,3399,Cristina and Meredith's surgical skills are put to the ultimate test.,"Drama, Romance",tt0413573,Drama,Romance,
Community,A Fistful of Paintballs,9.7,2011,7096,"In a ""spaghetti western"" parody, Pierce tries to get revenge on the rest of the study group during this year's paintball tournament.",Comedy,tt1439629,Comedy,,
Friday Night Lights,Always,9.7,2011,1066,With the decision to close the East Dillon Football program speculation runs wild on two fronts. Will the Lions be able to win State and go out in a blaze of glory; and will Coach Taylor ...                See full summary »,"Drama, Sport",tt0758745,Drama,Sport,
Supernatural,Swan Song,9.7,2010,9771,"With the Apocalypse looming, Sam and Dean realize they are out of options and make heart-breaking decisions that will change their lives forever.","Drama, Fantasy, Horror",tt0460681,Drama,Fantasy,Horror
Mad Men,The Suitcase,9.7,2010,5260,"Don deliberately delays returning an important call from California, because he knows it's bad news about Anna. Instead, he keeps himself occupied by forcing Peggy to miss her birthday dinner to pull an all-nighter with him for a client.",Drama,tt0804503,Drama,,
Breaking Bad,Full Measure,9.7,2010,26592,Jesse has disappeared and Walt is in big trouble with Gus. So Gus rehires Gale to learn from Walt's cooking so that they can dispose of Walt once and for all.,"Crime, Drama, Thriller",tt0903747,Crime,Drama,Thriller
Sons of Anarchy,NS,9.7,2010,5651,Both the ATF and the Russians prove to be obstacles as the club looks to heal old wounds and settle old scores.,"Crime, Drama, Thriller",tt1124373,Crime,Drama,Thriller
Arcane,The Monster You Created,9.7,2021,13476,"Perilously close to war, the leaders of Piltover and Zaun reach an ultimatum. But a fateful standoff changes both cities forever.","Animation, Action, Adventure",tt11126994,Animation,Action,Adventure
Arcane,The Base Violence Necessary for Change,9.7,2021,14828,An epic showdown between old rivals results in a fateful moment for Zaun. Jayce and Viktor risk it all for their research.,"Animation, Action, Adventure",tt11126994,Animation,Action,Adventure
My Hero Academia,Tenko Shimura: Origin,9.7,2021,1518,"As the battle between Shigaraki and Re-Destro rages on, Shigaraki begins to remember his past.","Animation, Action, Adventure",tt5626028,Animation,Action,Adventure
Spartacus,Kill Them All,9.7,2010,6156,"An epic battle between Spartacus and his gladiator brothers, against Batiatus and his Guards.","Action, Adventure, Biography",tt1442449,Action,Adventure,Biography
Supernatural,Changing Channels,9.7,2009,9413,Dean and Sam are thrown into an alternate universe by the Trickster where they are characters in different TV series.,"Drama, Fantasy, Horror",tt0460681,Drama,Fantasy,Horror
Tokyo Revengers,A Cry Baby,9.7,2021,1234,"Takemichi fears for Toman's future. Returning to the present, he finds a completely unfamiliar world waiting for him.","Animation, Action, Crime",tt13196080,Animation,Action,Crime
Mad Men,Shut the Door. Have a Seat,9.7,2009,4176,"With another sale on the horizon, Sterling, Cooper, and Draper convince Lane Pryce to fire them and then join them as they start up a new advertising firm. At home, Betty follows through with her plans to divorce Don.",Drama,tt0804503,Drama,,
Broken But Beautiful,A Sense Of The Ending.,9.7,2021,4839,Agastya is heartbroken to find out that Rumi has accepted Ishan's proposal for marriage. He overdoses and passes out. Sakshi sees him and takes him to the hospital before it could turn lethal.,"Drama, Romance",tt8317568,Drama,Romance,
House M.D.,Broken,9.7,2009,8354,"House fights his doctors, the staff and his fellow patients when he's forced to stay in the psychiatric hospital under threat of permanently losing his medical license.","Drama, Mystery",tt0412142,Drama,Mystery,
Castlevania,The Endings,9.7,2021,2775,"Belmont and Sypha join forces with their old friend Alucard - and not a moment too soon. As the battle rages, Varney reveals his true form.","Animation, Action, Adventure",tt6517102,Animation,Action,Adventure
Jujutsu Kaisen,Non-Standard,9.7,2021,5787,Yuji and Todo continue their battle with the special grade curse. Satoru finds a way to enter the battlefield.,"Animation, Action, Adventure",tt12343534,Animation,Action,Adventure
